occ4_code,occ4_label,demand_total_tru2,postings_total_tru1,n_ads,mean_occ_exp_tru2
3343,3343,9488.1969,9204.0956,398,0.9574445000000003
1345,1345,2458.1637,2399.4173,149,0.9546954999999998
1120,1120,6933.0278,6886.8132,350,0.95456165
2635,2635,4136.9422,3078.0443999999998,191,0.9499703374999999
1114,1114,993.8638,993.8638,49,0.9444178333333334
3514,3514,589.0644,581.2859,35,0.9394972500000004
1219,1219,2108.503,2057.5031,111,0.93615125
3354,3354,419.9174,373.8913,23,0.93219375
3315,3315,1703.7732,1793.9954,58,0.9262799333333332
2355,2355,1231.0545,991.2514000000001,13,0.925841
1343,1343,294.6536,294.6536,18,0.91756815
2152,2152,3483.3681,3416.858,112,0.9036349
2131,2131,6286.6262,5649.5542000000005,231,0.9014893333333333
1431,1431,181.68300000000002,162.6592,14,0.8973039499999996
2656,2656,1.0,1.0,1,0.8926460666666666
4221,4221,2209.4356,2312.3157,97,0.8923683333333334
1324,1324,6665.0497000000005,6575.7393,312,0.8907922999999999
2266,2266,852.4246,845.746,51,0.8895866500000001
1341,1341,688.7409,687.4075,26,0.838007
3411,3411,5589.3263,5485.941,237,0.8335613000000003
2522,2522,4277.2834,3858.9495,161,0.7895314999999999
3513,3513,2580.3840999999998,2353.238,65,0.7860605999999999
2113,2113,3626.5988,3662.366,144,0.7669410500000001
2263,2263,112.13409999999999,112.13409999999999,8,0.76329755
2622,2622,901.6109,866.7776,51,0.7439545999999999
4224,4224,787.604,787.604,31,0.7310723499999999
2163,2163,1040.2981,1206.2139,22,0.7235964500000001
2230,2230,2353.7651,2353.7651,18,0.7109565999999998
2166,2166,2709.7123,3117.8015,82,0.7107804499999999
2621,2621,414.4655,414.4655,30,0.706613
3511,3511,5917.9983,5882.1649,285,0.7040518999999998
4322,4322,3877.3934,3938.6567999999997,159,0.6999103
2114,2114,573.0856,573.0856,22,0.6774276
2153,2153,425.9464,423.3464,27,0.6654578
3154,3154,262.2648,262.2648,23,0.64971125
2262,2262,3672.3566,3518.9655,117,0.6058704999999999
2523,2523,1811.3173,1861.3173,68,0.5803306000000001
1420,1420,1211.9307000000001,955.2339000000001,40,0.5748773
5221,5221,1592.4369,1520.1292,35,0.5748772999999999
3252,3252,266.73720000000003,266.73720000000003,14,0.5738764999999999
2133,2133,1237.6333,1213.5333,80,0.5415721500000001
2352,2352,5129.2364,4498.2069,217,0.5404701199999999
3118,3118,30775.438,29705.4185,624,0.52637895
2354,2354,1513.4815,1574.4814,40,0.526352
5165,5165,73.1793,73.1793,9,0.526352
1321,1321,6741.9632,6680.9675,292,0.5086878000000001
2267,2267,219.95569999999998,219.95569999999998,13,0.5040193999999999
2269,2269,3011.4178,2941.0057,140,0.5015898
2212,2212,10884.0664,10310.5449,545,0.4908406400000001
2165,2165,363.3177,344.74830000000003,16,0.48152924999999996
5113,5113,345.6603,298.2253,15,0.4652621333333334
3412,3412,13839.565,12059.2338,452,0.46522550000000007
3333,3333,1762.1694,1749.1386,74,0.4623237499999999
5312,5312,546.4044,491.4756,20,0.4516636
2652,2652,1528.7799,1281.8326,82,0.43947915000000004
2132,2132,1181.1514,1200.7895,50,0.4360305666666666
1411,1411,898.3682,737.6639,17,0.4021726
4212,4212,252.9481,237.9481,14,0.3839394
7321,7321,840.6311000000001,942.152,43,0.3772858
3332,3332,1582.6811,1606.5273,44,0.37402069999999993
2320,2320,2515.3172,1974.0253,141,0.3518627
3114,3114,1063.4368,716.3568,29,0.35152520000000004
3522,3522,481.1992,481.1992,19,0.35152520000000004
3155,3155,59.5004,59.5004,6,0.3515252
3331,3331,2159.5922,1974.0333,119,0.32954685000000017
4132,4132,160.258,160.258,8,0.31080810000000003
3512,3512,9520.5468,9356.8585,340,0.29934299999999997
3230,3230,22.9639,22.9639,1,0.2295568
2221,2221,55805.4363,49409.008,2293,0.22026199999999996
3521,3521,805.2516,795.1989,29,0.21222430000000003
3131,3131,276.2064,276.2064,14,0.20973637500000003
3422,3422,1195.7939000000001,947.3991,35,0.2035523666666667
3111,3111,4228.9525,3790.3207,200,0.19872533333333336
2342,2342,6839.6301,6634.7281,180,0.19752095000000003
2222,2222,947.8535,947.8535,50,0.19662650000000004
3116,3116,310.3078,306.1662,19,0.19412780000000002
3359,3359,317.9886,317.9886,19,0.1704867
3141,3141,982.774,869.7961,50,0.15909035000000002
3112,3112,30117.8606,29451.1366,1033,0.15467016
5169,5169,915.8477,771.9341,22,0.151064075
3117,3117,61.4267,61.4267,3,0.13869684999999998
3119,3119,11526.3906,10959.2605,469,0.13633781
3257,3257,621.5315,596.5636000000001,39,0.13325944999999997
5242,5242,600.8434,382.0398,25,0.12356519999999999
4411,4411,339.41229999999996,339.41229999999996,16,0.12092845
3256,3256,6798.961,6969.962,268,0.11426285000000003
3254,3254,360.0738,351.7404,21,0.10139660000000003
3142,3142,119.8494,117.8494,6,0.09571899999999998
5249,5249,81.69659999999999,81.69659999999999,4,0.0784367
3212,3212,2374.0203,2080.9128,98,0.07723760000000002
3115,3115,8537.6714,9239.8144,268,0.04044514999999999
3253,3253,249.4536,249.4536,14,0.03712289999999999
3214,3214,950.1561,595.6084,24,0.034459775
3113,3113,9799.2969,9748.2427,290,0.02373724999999999
5311,5311,8165.334,6658.14,232,0.023414049999999992
3432,3432,1790.9051,1866.3927,89,0.0227782333333333
5222,5222,4903.4762,4911.5956,184,0.019182599999999998
3355,3355,689.9023,308.7446,25,0.016719899999999992
3213,3213,4420.955,4323.9269,137,0.0070256
5223,5223,82075.4308,74641.7897,2349,-0.015591999999999996
4211,4211,7327.3150000000005,7163.1652,332,-0.022963700000000004
3139,3139,85.7411,85.7411,2,-0.0241824
7543,7543,2477.6318,2373.4911,122,-0.029339500000000004
3351,3351,178.0143,166.8475,33,-0.05410719999999999
5414,5414,5184.1114,3287.9266000000002,173,-0.05643486666666666
4414,4414,30.3333,30.3333,3,-0.07173494999999999
5162,5162,26.4779,26.4779,1,-0.07173494999999999
2250,2250,611.4671,564.2768,12,-0.0749958
3153,3153,96.6746,96.6746,8,-0.0807237666666667
3122,3122,5390.311,5007.4101,254,-0.0845282
2261,2261,1603.0628,1322.3087,34,-0.10369352499999998
7311,7311,4607.7627999999995,3558.4665999999997,152,-0.11378952499999999
5112,5112,396.8696,343.6838,18,-0.11430019999999998
4415,4415,271.0785,263.6499,25,-0.11658304999999998
1412,1412,3168.1751,3191.2341,101,-0.12131120000000001
3152,3152,158.283,158.283,9,-0.14078115
3259,3259,475.1463,369.1463,11,-0.14181404999999997
1311,1311,9.8333,9.8333,1,-0.1443684
5230,5230,1808.316,1684.7752,81,-0.14909064999999996
7313,7313,299.8198,299.8198,12,-0.15601970000000004
3431,3431,649.2576,649.2576,5,-0.16809730000000003
3151,3151,47.3333,47.3333,1,-0.1899353
2264,2264,5398.821,3845.6013000000003,140,-0.19569115000000004
3211,3211,3360.0631,3272.6061,192,-0.20522642000000002
5419,5419,2622.9355,1831.2187999999999,101,-0.24786822857142873
3434,3434,3037.7767,3013.194,105,-0.26259625
5322,5322,14607.8433,12196.5988,337,-0.2628039666666666
7312,7312,24.2824,24.2824,1,-0.275572
3123,3123,15351.8579,14549.6915,373,-0.3054048
5142,5142,3446.2567,3158.8374,131,-0.30774269999999987
5141,5141,2426.4335,2323.1218,108,-0.3272021
3433,3433,66.9054,66.9054,6,-0.3275913666666667
5111,5111,736.4018,596.7796999999999,43,-0.33023956666666676
7232,7232,62.706,62.706,8,-0.33781829999999996
8331,8331,3225.6398,2467.4713,122,-0.34301899999999996
8132,8132,66.31479999999999,66.31479999999999,3,-0.36158060000000003
3423,3423,990.8151,856.3516999999999,36,-0.3716062000000001
7512,7512,4100.1874,3911.2478,139,-0.3852989
3255,3255,689.8577,614.4582,19,-0.41004330000000005
7531,7531,240.8532,240.8532,14,-0.4305268000000001
7549,7549,509.7409,389.2944,23,-0.43426054999999986
7127,7127,4862.2075,3346.2947,96,-0.43481429999999993
3435,3435,384.29330000000004,361.04330000000004,16,-0.45336080000000006
7421,7421,6329.9853,5494.751,202,-0.4538065857142856
9629,9629,646.9057,256.2074,20,-0.4652395399999999
7234,7234,814.3475,607.5241,28,-0.47156185000000006
3251,3251,1167.7277,1091.504,71,-0.4716919500000002
5163,5163,48.587199999999996,48.587199999999996,4,-0.48868739999999994
8332,8332,8196.6603,7270.7602,303,-0.50121625
8182,8182,30.3433,30.3433,4,-0.5032496
3132,3132,347.61109999999996,347.61109999999996,27,-0.5105173999999998
8312,8312,738.8021,616.0016,36,-0.5124318666666665
3221,3221,12779.2159,10668.904,448,-0.5137373000000001
5164,5164,341.8567,341.8567,14,-0.5372728999999998
5245,5245,1049.4072,580.3455,24,-0.53743225
7413,7413,5873.9023,5884.091,169,-0.5509574500000001
5412,5412,2042.6752,1046.1953,108,-0.5603311999999998
3240,3240,86.7894,86.7894,6,-0.56795015
9611,9611,168.0557,95.93159999999999,4,-0.5683742500000001
8212,8212,226.9136,202.2412,8,-0.5692804400000001
4321,4321,4451.242,4275.1572,245,-0.5738983333333333
7222,7222,1664.3374,1624.4855,70,-0.583198
5152,5152,77.2638,77.2638,6,-0.5854128
5151,5151,8908.6462,8364.455899999999,345,-0.5854128000000001
7515,7515,33.7639,33.7639,4,-0.6002406499999999
5120,5120,22253.0339,20781.8855,793,-0.6031165999999999
8343,8343,1698.5855,1241.4556,57,-0.6038050800000001
5329,5329,28.2878,28.2878,2,-0.6074795749999999
5132,5132,1782.7015999999999,1672.3455,57,-0.6159882999999999
7422,7422,2594.8861,2495.5992,59,-0.6197831857142858
8344,8344,196.1883,196.1883,10,-0.6260327499999998
8322,8322,2836.9678,2343.657,75,-0.63306316
9411,9411,155.5248,155.5248,14,-0.6532827
8311,8311,898.0772,781.4936,37,-0.6536364
7513,7513,425.4533,415.6022,34,-0.6585127499999999
3143,3143,54.911699999999996,54.911699999999996,8,-0.6672396000000002
7532,7532,8.4,8.4,1,-0.6846808333333333
3258,3258,841.9294,761.5204,46,-0.6863445999999996
5321,5321,9538.4169,6934.4637999999995,281,-0.7002931
7322,7322,1016.1231,905.1042,63,-0.7093880999999999
7544,7544,41.9511,41.9511,4,-0.7217393333333333
5413,5413,480.5877,290.677,35,-0.72298215
8160,8160,2857.1432,2481.0346,134,-0.7393211999999999
7412,7412,13604.1378,12124.1195,558,-0.7606391999999998
6121,6121,52.6972,38.3314,4,-0.76173815
6122,6122,21.4666,21.4666,1,-0.76173815
9334,9334,71.45150000000001,68.1122,5,-0.7892948000000001
7221,7221,213.0172,213.0172,8,-0.8046677
7316,7316,288.187,288.187,7,-0.8050406500000002
6111,6111,173.47480000000002,242.38320000000002,7,-0.8121701499999999
6112,6112,138.56040000000002,138.56040000000002,11,-0.81217015
8219,8219,373.5154,311.9983,14,-0.8305441000000001
5131,5131,36867.951,32364.4217,1015,-0.83756045
9623,9623,65.9148,56.6207,3,-0.8478883500000001
8154,8154,51.1483,51.1483,3,-0.8609312000000001
7411,7411,22127.4004,18963.7195,693,-0.8619298500000001
8131,8131,1817.2244,1568.49,69,-0.8776143666666667
6130,6130,808.5952,805.8175,23,-0.8895441000000001
8114,8114,329.4674,312.7357,14,-0.9031651749999999
7323,7323,443.5704,433.5704,22,-0.9062088999999999
4412,4412,3204.0739,2790.9033,59,-0.9091991800000003
8211,8211,1447.4931000000001,1431.1228,47,-0.9123079499999999
8189,8189,132.4131,132.4131,6,-0.9161469
7223,7223,5332.9625,4826.6475,200,-0.9214907181818184
9333,9333,2350.1064,1778.3911,99,-0.9225250000000002
7317,7317,123.33109999999999,35.6191,5,-0.9295284000000001
7231,7231,13453.5624,11950.9434,423,-0.9387919600000001
5411,5411,232.0001,223.09539999999998,14,-0.9566265
9331,9331,157.9899,121.6566,4,-0.9591126
6210,6210,305.1636,305.1636,13,-0.9638657600000005
8183,8183,458.4931,403.829,22,-0.9786080000000001
5246,5246,595.2746999999999,226.09550000000002,10,-0.9809000666666665
8181,8181,154.70770000000002,135.4725,7,-0.9844376833333335
7533,7533,148.0547,114.2512,7,-0.9874909333333333
7318,7318,6.8,6.8,1,-0.990912
7536,7536,181.4749,181.4749,1,-0.990912
7213,7213,2731.8864,2589.6493,59,-0.9982131000000002
8171,8171,122.7657,122.7657,12,-1.0079647500000002
7224,7224,630.8909,630.8909,26,-1.0137239
8142,8142,4570.1929,3988.8889,102,-1.017295716666666
8350,8350,427.76829999999995,413.50169999999997,9,-1.0185598000000002
8156,8156,24.2454,24.2454,1,-1.029855
7233,7233,19786.642200000002,19194.7046,745,-1.0474146222222225
8157,8157,1021.185,1117.8457,21,-1.0543989999999996
8122,8122,828.3044,745.7886,28,-1.0544012
8341,8341,18.8111,18.8111,2,-1.074429
7522,7522,1179.3154,1179.3154,38,-1.077749975
8342,8342,5031.1055,4190.8342,185,-1.0894519599999999
7315,7315,982.829,982.829,6,-1.0926386333333333
8143,8143,465.2974,465.2974,36,-1.0927312500000002
7212,7212,1552.4411,1493.5505,29,-1.1000035
9212,9212,18.6786,18.6786,1,-1.108432
9621,9621,5484.5424,3446.3617,92,-1.1155637999999999
8121,8121,525.6691,517.9548,27,-1.1185305999999997
5241,5241,265.1608,24.9072,2,-1.122021
7523,7523,644.4135,644.4135,11,-1.1303570000000003
7521,7521,252.5246,252.5246,4,-1.1348263000000003
6113,6113,8122.403,7239.5682,304,-1.142359366666667
7119,7119,2348.4230000000002,1766.4169,63,-1.1643864000000004
8172,8172,1133.6365,1133.6365,10,-1.1650310000000001
7511,7511,3795.9063,3412.5893,91,-1.1675373499999997
7126,7126,22138.5113,19847.8614,585,-1.173415
7516,7516,7.6667,7.6667,1,-1.1988423333333333
9129,9129,389.1435,389.1435,5,-1.210591
7215,7215,88.3176,52.2532,4,-1.221519
8152,8152,63.0193,50.0193,3,-1.241662
8111,8111,147.2971,147.2971,1,-1.2652588714285715
9612,9612,295.9406,289.9406,20,-1.2833729999999999
7132,7132,1735.5889,1326.3394,62,-1.2844420000000003
7534,7534,148.1321,131.4655,7,-1.313735
7115,7115,22630.9518,20265.0272,466,-1.323631
9312,9312,1245.8051,1132.3877,63,-1.3390750000000002
7113,7113,85.6877,70.2877,4,-1.3487447
9213,9213,1762.9472,1399.0219,24,-1.3548905
9329,9329,2849.2857,2049.6594,72,-1.362216
7535,7535,90.3277,90.3277,2,-1.3709680000000002
7125,7125,787.4839,787.4839,13,-1.3889009999999997
8151,8151,12.8829,12.8829,1,-1.392929
5153,5153,10197.876,8534.6498,626,-1.4362009999999998
9123,9123,7.2,3.6,1,-1.436201
7211,7211,245.7843,245.7843,10,-1.4432440000000002
7124,7124,2465.0582,2062.5279,67,-1.4436935000000006
7122,7122,2379.1509,2134.1037,51,-1.4599382500000002
9111,9111,2545.4674999999997,2578.8933,75,-1.4806570000000001
7112,7112,5707.8088,3802.4102,158,-1.4959014999999998
7114,7114,1801.9243,1648.9957,47,-1.5120674666666671
9321,9321,652.5656,476.93,23,-1.5136200000000002
9112,9112,7869.7783,6441.1296999999995,399,-1.515585
9311,9311,10.475000000000001,10.475000000000001,2,-1.5431539999999997
9211,9211,505.617,511.9782,5,-1.601349
7214,7214,6395.2852,6647.1668,139,-1.609123
9122,9122,41.38889999999999,41.38889999999999,3,-1.629897
9412,9412,3177.6866,2612.3874,130,-1.6307019999999999
7123,7123,2286.9339,1798.4729,44,-1.648111
7131,7131,3779.6266,3049.0429,92,-1.6577600000000003
9214,9214,1231.138,988.604,46,-1.7128209999999995
9313,9313,2234.8459,1824.2314,79,-1.731341714285714
7121,7121,3643.987,3075.8136,71,-1.7529410000000003
9121,9121,70.6236,70.6236,5,-1.9500630000000003
2653,2653,10.6667,5.3333,1,-2.1227635
0002,0002,993.0318,858.115,47,
0110,0110,33.8192,32.8192,7,
0310,0310,167.4966,146.7955,13,
1000,1000,1912.8111999999999,1905.109,74,
1111,1111,44.359,44.359,6,
1210,1210,2354.9843,2354.9843,117,
1300,1300,294.99879999999996,294.99879999999996,12,
1320,1320,618.5415,625.5048,32,
1340,1340,349.1404,349.1404,20,
2000,2000,6348.16,5492.5782,301,
2100,2100,1117.7981,905.4434,46,
2140,2140,13142.0923,12932.5487,327,
2210,2210,7879.7664,7415.5748,315,
2300,2300,843.2871,707.2118,45,
2400,2400,916.7794,906.3905,59,
2500,2500,12785.725,12215.5725,447,
2510,2510,5019.7251,4898.387,224,
2610,2610,1744.2014,1740.5005,93,
2630,2630,28.2,28.2,1,
2650,2650,94.6482,94.6482,2,
2659,2659,82.4591,66.02340000000001,3,
3000,3000,17170.3413,16791.9204,715,
3100,3100,6445.1972,5946.478,205,
3110,3110,42.1619,42.1619,2,
3150,3150,35.6918,35.6918,5,
3300,3300,494.3564,494.3564,23,
3310,3310,142.4255,142.4255,8,
3330,3330,24.4091,12.2045,1,
3413,3413,931.4163,851.7393,11,
3510,3510,601.8987,567.0931,27,
4000,4000,38.6911,25.787,2,
4320,4320,12686.3917,11370.332,519,
4410,4410,6.6667,6.6667,1,
5000,5000,36.062,36.062,1,
5161,5161,34.920899999999996,34.920899999999996,3,
7000,7000,519.4554,162.3161,11,
7110,7110,173.06550000000001,153.3921,15,
7120,7120,43.4762,43.4762,2,
7133,7133,525.6209,525.6209,5,
7200,7200,20740.6494,18687.1753,769,
7210,7210,2264.2946,2075.7548,78,
7230,7230,70.14959999999999,70.14959999999999,4,
7310,7310,169.363,150.8778,8,
7520,7520,86.0986,86.0986,2,
7530,7530,37.349199999999996,23.9514,5,
8000,8000,11.7143,11.7143,1,
8100,8100,4474.1734,4214.0496,181,
8120,8120,207.4075,197.0229,6,
8150,8150,184.31920000000002,184.31920000000002,6,
8210,8210,4416.2072,3792.6746,136,
8300,8300,1513.6885,1453.286,52,
9000,9000,628.6123,274.0646,14,
9310,9310,45.8917,45.8917,2,
9410,9410,206.1539,198.1396,8,
9610,9610,198.1558,198.1558,8,
9613,9613,1711.2535,1375.5510000000002,24,
